zip_code,boroname,total_population,median_household_income,median_household_income_filled,nearest_tj_distance_miles,subway_station_count,area_sq_miles,population_density,income_percentile,transit_access_tier,is_tj_gap,log_population_density,density_score,income_score,tj_gap_score,transit_score,site_selection_score,rank
10029,Manhattan,74848,38308.0,38308.0,1.0725118163352882,3.0,1.172296579147173,63847.32441550817,0.043689320388349516,medium,0,11.064265618602768,0.7602024992009141,0.04060913705583757,0.11285656430017328,0.16666666666666666,0.3618045968043597,80
10312,Staten Island,63345,111434.0,111434.0,2.487204368494696,3.0,6.9248811537305235,9147.449406532447,0.7864077669902912,medium,0,9.121339680142015,0.191118937592698,0.817258883248731,0.26394446356888507,0.16666666666666666,0.35855118856303897,81
10307,Staten Island,14821,138807.0,138807.0,1.6481914863274916,2.0,1.6137513596836104,9184.190557649341,0.8786407766990292,medium,0,9.12534774404799,0.19229290065408638,0.9137055837563453,0.17433863816707984,0.08333333333333333,0.3527112838341368,82
10451,Bronx,48975,37111.0,37111.0,1.4665803147492968,4.0,1.0600283800218473,46201.59320544854,0.03398058252427184,medium,0,10.740791205482665,0.6654567513247225,0.030456852791878174,0.1549427274756753,0.25,0.34228545922299364,83
11418,Queens,36304,84927.0,84927.0,1.3875573969084771,4.0,1.6595327133693392,21876.037578248284,0.3737864077669903,medium,0,9.993192853322162,0.44648498071931064,0.38578680203045684,0.14650315052842344,0.25,0.34184132290102315,84
10470,Bronx,15558,81134.0,81134.0,7.317144576342918,1.0,1.43823461887638,10817.428391589321,0.3446601941747573,low,1,9.289006291535404,0.24022853589788234,0.3553299492385787,0.7797777578655001,0.0,0.34087945324189767,85
11379,Queens,37378,92509.0,92509.0,1.236567249719407,1.0,2.2155844628650603,16870.492019819016,0.6359223300970874,low,0,9.733380613823604,0.3703859016569448,0.6598984771573605,0.13037753785431383,0.0,0.3392044875229808,86
10306,Staten Island,57249,97746.0,97746.0,2.513942419237309,5.0,7.267626200464317,7877.2625917858095,0.6650485436893204,high,0,8.971862675266001,0.1473370802251642,0.6903553299492386,0.26680006347366664,0.3333333333333333,0.33488367727210866,87
11433,Queens,37777,71177.0,71177.0,3.6401155562484333,1.0,1.5308682808163423,24676.845469588832,0.24271844660194175,low,1,10.11366117556955,0.48177018666999283,0.24873096446700507,0.3870743472564891,0.0,0.33230568523604626,88
10305,Staten Island,41714,86294.0,86294.0,4.766638740026713,3.0,4.03611655820404,10335.182197652282,0.4174757281553398,medium,1,9.24340585334886,0.2268721545452029,0.4314720812182741,0.5073860157209616,0.16666666666666666,0.325094085266842,89
10454,Bronx,40368,27500.0,27500.0,1.5595079839717287,4.0,1.060046699952184,38081.3411350848,0.0048543689320388345,medium,0,10.547505966403252,0.6088434496624111,0.0,0.16486731943406494,0.25,0.3140108437517774,90
11354,Queens,52325,62833.0,62833.0,3.350567861696033,1.0,2.1745670630031566,24062.260893318813,0.17475728155339806,low,1,10.088441512070712,0.47438334003709975,0.17766497461928935,0.3561509124499338,0.0,0.305399762159649,91
10301,Staten Island,39799,84937.0,84937.0,4.488866495199413,2.0,3.7625864510050935,10577.564268156166,0.3786407766990291,medium,1,9.266584993761175,0.2336613313839802,0.39086294416243655,0.4777201884130774,0.08333333333333333,0.29922430627681673,92
10304,Staten Island,45843,71506.0,71506.0,3.9129935749536515,2.0,3.4981909198913663,13104.773595782937,0.2524271844660194,medium,1,9.480808144597715,0.2964073533726382,0.25888324873096447,0.41621747559193395,0.08333333333333333,0.2790272486501832,93
