zip_code,boroname,total_population,median_household_income,median_household_income_filled,nearest_tj_distance_miles,subway_station_count,area_sq_miles,population_density,income_percentile,transit_access_tier,is_tj_gap,log_population_density
10014,Manhattan,29772,167254.0,167254.0,0.5854859314082298,4.0,0.48488061884494105,61400.68058591701,0.9368932038834952,medium,0,11.025192484866793
11361,Queens,30402,108391.0,108391.0,4.8640390364170685,0.0,1.7324992316899952,17548.059730072066,0.7524271844660194,low,1,9.772755650824662
11102,Queens,28349,102996.0,102996.0,2.023945785291378,2.0,0.7018577081145436,40391.37801329586,0.7135922330097088,medium,0,10.6063963831129
10001,Manhattan,29079,123393.0,123393.0,0.6215468520327883,7.0,0.6240205085049029,46599.42999256655,0.8349514563106796,high,0,10.749365047379461
11105,Queens,38507,100306.0,100306.0,2.887736984218114,1.0,1.634259048577804,23562.35997806486,0.7038834951456311,low,0,10.067448241267146
10173,Manhattan,0,,86543.0,0.7041938091230188,0.0,0.004747793747253125,0.0,0.5024271844660194,low,0,0.0
10170,Manhattan,0,,86543.0,0.6223936386777951,1.0,0.00962203405566992,0.0,0.5024271844660194,low,0,0.0
10174,Manhattan,0,,86543.0,0.5596466733689073,0.0,0.005105715835657522,0.0,0.5024271844660194,low,0,0.0
11357,Queens,42341,97754.0,97754.0,4.805439922616248,0.0,2.8328630738882703,14946.363059434603,0.6699029126213593,low,1,9.612290179277041
10453,Bronx,78270,35482.0,35482.0,3.5121725385013103,3.0,0.9021264439541101,86761.67351544955,0.009708737864077669,medium,1,11.370931779535765
10468,Bronx,79825,46624.0,46624.0,4.799906532805784,3.0,1.0645194709983958,74986.88579658708,0.09223300970873786,medium,1,11.225081856760077
10301,Staten Island,39799,84937.0,84937.0,4.488866495199413,2.0,3.7625864510050935,10577.564268156166,0.3786407766990291,medium,1,9.266584993761175
11215,Brooklyn,70922,180773.0,180773.0,1.8863289412013078,7.0,2.2113430151544153,32071.912640404007,0.9563106796116505,high,0,10.375767109904134
10128,Manhattan,59000,148705.0,148705.0,1.189513827759276,2.0,0.45355354248479346,130083.86987072893,0.8932038834951457,medium,0,11.775942361586475
11213,Brooklyn,69630,62040.0,62040.0,2.9091282312525135,2.0,1.0761071153794701,64705.45450807303,0.1650485436893204,medium,0,11.077616236070781
10467,Bronx,96304,47806.0,47806.0,6.044344499452565,7.0,2.3304212387962315,41324.717779239516,0.0970873786407767,high,1,10.629240291666987
11223,Brooklyn,78566,63950.0,63950.0,6.458668675583654,6.0,2.069968585138813,37955.16538949373,0.18446601941747573,high,1,10.544187230484665
11412,Queens,41350,98418.0,98418.0,4.973907717757958,0.0,1.6449721410564404,25137.203827320773,0.6844660194174758,low,1,10.132144032786734
11429,Queens,27933,98232.0,98232.0,5.826288995388678,0.0,1.3206125565206124,21151.548091890352,0.6796116504854369,low,1,9.95951565437557
11226,Brooklyn,100022,81084.0,81084.0,3.5278440644257216,7.0,1.30261707831281,76785.42041652916,0.33980582524271846,high,1,11.248783086008597
10038,Manhattan,23342,115121.0,115121.0,0.973552394216281,4.0,0.28864063991780026,80868.723152247,0.7961165048543689,medium,0,11.300594782716221
11222,Brooklyn,41418,123963.0,123963.0,1.1915586746044522,2.0,1.6025157200787943,25845.6122963733,0.8446601941747572,medium,0,10.159934818983794
11377,Queens,83545,73292.0,73292.0,2.158947755103388,5.0,2.5318509441096024,32997.59813837737,0.27184466019417475,high,0,10.404220358891058
10462,Bronx,75452,63460.0,63460.0,5.176064883705517,5.0,1.5035563519585502,50182.35592015912,0.1796116504854369,high,1,10.82343869532787
10309,Staten Island,34918,123638.0,123638.0,0.5840318639966819,3.0,7.33115527064387,4762.960094409959,0.8398058252427184,medium,0,8.468834553951854
10069,Manhattan,6669,226151.0,226151.0,0.3538036580919738,0.0,0.041002626644536515,162648.1166149541,0.9854368932038835,low,0,11.999350500684498
10474,Bronx,11188,41279.0,41279.0,3.2323934274238573,0.0,1.5378785530647796,7274.956775815529,0.05825242718446602,low,1,8.892330598968297
10119,Manhattan,0,,86543.0,0.593507118083507,0.0,0.025460304463186787,0.0,0.5024271844660194,low,0,0.0
10199,Manhattan,0,,86543.0,0.6678231041633529,0.0,0.025256507520206722,0.0,0.5024271844660194,low,0,0.0
10036,Manhattan,30589,100225.0,100225.0,1.2326747590217444,4.0,0.44723249021206724,68396.19363408818,0.6941747572815534,medium,0,11.13308707402754
